2025-09-02 15:48:25 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003769397735595703}
2025-09-02 15:48:25 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:48:43 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.003167867660522461}
2025-09-02 15:48:43 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:49:21 - main - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in startup_event: 'IntelligentQAService' object has no attribute 'initialize_system' - Context: {'duration': 0.0022013187408447266}
2025-09-02 15:49:21 - main - ERROR - [main.py:321] - startup_event() - [STARTUP] Startup initialization failed: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 15:50:26 - services.ai.data_integration_service - ERROR - [data_integration_service.py:44] - initialize_knowledge_base() - Redis initialization failed: Redis not connected
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405) - Context: {'duration': 0.010265111923217773}
2025-09-02 16:52:50 - services.repositories.chat_repository - ERROR - [chat_repository.py:205] - search_chats() - ❌ Error searching chats: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-09-02 16:52:50 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in search_chats: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405) - Context: {'duration': 0.03100872039794922}
2025-09-02 16:52:50 - services.ai.chat_management_service - ERROR - [chat_management_service.py:292] - search_chats() - ❌ Error searching chats: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-09-02 16:52:50 - api.ai.chat_management - ERROR - [chat_management.py:264] - search_chats() - ❌ Error searching chats: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-09-02 16:52:50 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 500: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405) - Context: {'duration': 0.12493014335632324}
2025-09-02 16:52:50 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 500: (psycopg2.errors.UndefinedTable) relation "chats" does not exist
LINE 3: FROM chats 
             ^

[SQL: SELECT count(*) AS count_1 
FROM (SELECT chats.id AS chats_id, chats.user_id AS chats_user_id, chats.title AS chats_title, chats.description AS chats_description, chats.context AS chats_context, chats.language AS chats_language, chats.model_preference AS chats_model_preference, chats.max_tokens AS chats_max_tokens, chats.temperature AS chats_temperature, chats.message_count AS chats_message_count, chats.is_archived AS chats_is_archived, chats.is_pinned AS chats_is_pinned, chats.last_message_at AS chats_last_message_at, chats.created_at AS chats_created_at, chats.updated_at AS chats_updated_at 
FROM chats 
WHERE chats.user_id = %(user_id_1)s::UUID) AS anon_1]
[parameters: {'user_id_1': UUID('f96ac4cb-a140-4446-92c0-840bdfaf74ba')}]
(Background on this error at: https://sqlalche.me/e/20/f405)
2025-09-02 16:59:01 - services.database.health_check - ERROR - [health_check.py:140] - get_database_info() - ❌ Error getting database info: dictionary update sequence element #0 has length 6; 2 is required
2025-09-02 16:59:01 - services.database.health_check - ERROR - [health_check.py:140] - get_database_info() - ❌ Error getting database info: dictionary update sequence element #0 has length 6; 2 is required
2025-09-02 16:59:06 - services.database.health_check - ERROR - [health_check.py:140] - get_database_info() - ❌ Error getting database info: dictionary update sequence element #0 has length 6; 2 is required
2025-09-02 17:00:17 - services.database.health_check - ERROR - [health_check.py:140] - get_database_info() - ❌ Error getting database info: dictionary update sequence element #0 has length 6; 2 is required
2025-09-02 17:00:17 - services.database.health_check - ERROR - [health_check.py:140] - get_database_info() - ❌ Error getting database info: dictionary update sequence element #0 has length 6; 2 is required
2025-09-02 17:00:42 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.0003790855407714844}
2025-09-02 17:00:42 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:00:42 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.018944740295410156}
2025-09-02 17:00:42 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:00:42 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:00:42 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.056741952896118164}
2025-09-02 17:00:42 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:03:11 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.00046539306640625}
2025-09-02 17:03:11 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:03:11 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.020665884017944336}
2025-09-02 17:03:11 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:03:11 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:03:11 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.08651185035705566}
2025-09-02 17:03:11 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:03:15 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.00021576881408691406}
2025-09-02 17:03:15 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:03:15 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.016845703125}
2025-09-02 17:03:15 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:03:15 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:03:15 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.056069135665893555}
2025-09-02 17:03:15 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:07:35 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.00036907196044921875}
2025-09-02 17:07:35 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:07:35 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.01718759536743164}
2025-09-02 17:07:35 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:07:35 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:07:35 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.08695435523986816}
2025-09-02 17:07:35 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:08:23 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.00043702125549316406}
2025-09-02 17:08:23 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:08:23 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.01789116859436035}
2025-09-02 17:08:23 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:08:23 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:08:23 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.09597349166870117}
2025-09-02 17:08:23 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:09:14 - services.repositories.chat_repository - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat_with_messages: badly formed hexadecimal UUID string - Context: {'duration': 0.0007150173187255859}
2025-09-02 17:09:14 - services.repositories.chat_repository - ERROR - [chat_repository.py:93] - get_chat_with_messages() - ❌ Error getting chat with messages: badly formed hexadecimal UUID string
2025-09-02 17:09:14 - services.ai.chat_management_service - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_chat: badly formed hexadecimal UUID string - Context: {'duration': 0.01994776725769043}
2025-09-02 17:09:14 - services.ai.chat_management_service - ERROR - [chat_management_service.py:201] - get_chat() - ❌ Error getting chat: badly formed hexadecimal UUID string
2025-09-02 17:09:14 - api.ai.chat_management - ERROR - [chat_management.py:109] - get_chat() - ❌ Chat not found: badly formed hexadecimal UUID string
2025-09-02 17:09:14 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 404: Chat not found - Context: {'duration': 0.10373067855834961}
2025-09-02 17:09:14 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 404: Chat not found
2025-09-02 17:22:44 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:22:48 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:22:51 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:22:51 - services.ai.data_integration_service - ERROR - [data_integration_service.py:211] - _generate_embedding_with_retry() - Failed to generate embedding for Q&A pair general_التاريخ_8 after 3 attempts
2025-09-02 17:22:55 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:22:59 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:03 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:03 - services.ai.data_integration_service - ERROR - [data_integration_service.py:211] - _generate_embedding_with_retry() - Failed to generate embedding for Q&A pair general_التاريخ_9 after 3 attempts
2025-09-02 17:23:06 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:10 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:14 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:14 - services.ai.data_integration_service - ERROR - [data_integration_service.py:211] - _generate_embedding_with_retry() - Failed to generate embedding for Q&A pair general_التاريخ_10 after 3 attempts
2025-09-02 17:23:17 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:21 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:28 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:23:28 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:23:28 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:24:35 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:24:35 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:24:35 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:24:48 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:24:48 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:24:48 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:25:36 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:25:36 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:25:36 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:25:54 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:25:54 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:25:54 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:26:08 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:26:08 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:26:08 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:26:38 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:26:38 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:26:38 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:26:46 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:26:46 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:26:46 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:26:59 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:26:59 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:26:59 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:27:25 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:27:25 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:27:25 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:27:48 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:27:48 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:27:48 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:28:07 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:28:07 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:28:07 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:28:22 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:28:22 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:28:22 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:28:34 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:28:34 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:28:34 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:28:56 - services.ai.embedding_service - ERROR - [embedding_service.py:104] - generate_embedding() - All 3 attempts failed. Final error: 403 Received http2 header with status: 403
2025-09-02 17:28:56 - services.ai.embedding_service - ERROR - [embedding_service.py:193] - test_connection() - ❌ Google Generative AI API connection test failed
2025-09-02 17:28:56 - services.ai.data_integration_service - ERROR - [data_integration_service.py:43] - initialize_knowledge_base() - ❌ Google Generative AI API connection test failed. Please check your API key and configuration.
2025-09-02 17:40:56 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:41:06 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:41:40 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:41:56 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:43:12 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:43:20 - main - ERROR - [main.py:171] - _initialize_system() - ❌ System initialization failed after 0.01 seconds: 'IntelligentQAService' object has no attribute 'initialize_system'
2025-09-02 17:46:27 - services.auth.auth - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in verify_token: Signature has expired. - Context: {'token_length': 145, 'duration': 0.0016608238220214844}
2025-09-02 17:46:27 - services.dependencies - ERROR - [dependencies.py:34] - get_current_user() - Token verification failed - payload is None
2025-09-02 17:46:27 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 401: Could not validate credentials - Context: {'duration': 0.030933141708374023}
2025-09-02 17:46:27 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 401: Could not validate credentials
2025-09-02 17:47:15 - services.ai.embedding_service - ERROR - [embedding_service.py:59] - generate_embedding() - Embedding generation failed: 'dict' object has no attribute 'embedding'
Traceback (most recent call last):
  File "/app/services/ai/embedding_service.py", line 54, in generate_embedding
    return result.embedding.values
           ^^^^^^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'embedding'
2025-09-02 17:47:15 - services.ai.qdrant_service - ERROR - [qdrant_service.py:154] - search_similar_questions() - Failed to search similar questions: 3 validation errors for SearchRequest
vector.list[float]
  Input should be a valid list [type=list_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.11/v/list_type
vector.NamedVector
  Input should be a valid dictionary or instance of NamedVector [type=model_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.11/v/model_type
vector.NamedSparseVector
  Input should be a valid dictionary or instance of NamedSparseVector [type=model_type, input_value=None, input_type=NoneType]
    For further information visit https://errors.pydantic.dev/2.11/v/model_type
2025-09-02 17:47:22 - services.ai.embedding_service - ERROR - [embedding_service.py:59] - generate_embedding() - Embedding generation failed: 'dict' object has no attribute 'embedding'
Traceback (most recent call last):
  File "/app/services/ai/embedding_service.py", line 54, in generate_embedding
    return result.embedding.values
           ^^^^^^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'embedding'
2025-09-02 17:47:22 - services.database.database - ERROR - [logging_config.py:231] - log_error_with_context() - [ERROR] Error in get_db: 500: QdrantService.store_qa_embedding() got an unexpected keyword argument 'qa_pair_id' - Context: {'duration': 9.992427587509155}
2025-09-02 17:47:22 - services.database.database - ERROR - [database.py:50] - get_db() - ❌ Failed to create database session: 500: QdrantService.store_qa_embedding() got an unexpected keyword argument 'qa_pair_id'
2025-09-02 17:51:24 - services.ai.embedding_service - ERROR - [embedding_service.py:61] - generate_embedding() - Embedding generation failed: 'dict' object has no attribute 'embedding'
Traceback (most recent call last):
  File "/app/services/ai/embedding_service.py", line 56, in generate_embedding
    return result.embedding.values
           ^^^^^^^^^^^^^^^^
AttributeError: 'dict' object has no attribute 'embedding'
2025-09-02 17:51:24 - services.ai.qdrant_service - ERROR - [qdrant_service.py:154] - search_similar_questions() - Failed to search similar questions: 3 validation errors for SearchRequest
vector.list[float]
